id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
I-LI-40543-S|Cecina - I-LI-40543-S - Terreno - non definito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40734-S|Cecina - I-LI-40734-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40736-S|Cecina - I-LI-40736-S - Terreno - non definito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40737-S|Cecina - I-LI-40737-S - Altro - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Altro|In gestione|Altro|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74118-S|Cecina - I-LI-74118-S - Magazzino, Locale di deposito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Magazzino, Locale di deposito|In gestione|Magazzino, Locale di deposito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74119-S|Cecina - I-LI-74119-S - Magazzino, Locale di deposito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Magazzino, Locale di deposito|In gestione|Magazzino, Locale di deposito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74120-S|Cecina - I-LI-74120-S - Appartamento in condominio - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74121-S|Cecina - I-LI-74121-S - Appartamento in condominio - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74122-S|Cecina - I-LI-74122-S - Appartamento in condominio - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-74123-S|Cecina - I-LI-74123-S - Magazzino, Locale di deposito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Magazzino, Locale di deposito|In gestione|Magazzino, Locale di deposito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Bergamo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-SI-216199|Chianciano Terme - I-SI-216199 - Terreno agricolo - VIA DELLE FORNACI |4770260.9289999995|1730200.3370000001|Immobili destinati|Terreno|Destinato|Terreno agricolo|Siena|Chianciano Terme|VIA DELLE FORNACI |http://www.regione.toscana.it/-/chianciano-terme-via-delle-fornaci-immobili-aziendali|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Tribunale|Santa Maria Capua Vetere|3/2001|47231|ANBSC-OR-2018-01-03|
I-SI-216201|Chianciano Terme - I-SI-216201 - Abitazione indipendente – VIA DELLE FORNACI |4770260.9289999995|1730200.3370000001|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Abitazione indipendente|Siena|Chianciano Terme|VIA DELLE FORNACI |http://www.regione.toscana.it/-/chianciano-terme-via-delle-fornaci-immobili-aziendali|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Tribunale|Santa Maria Capua Vetere|3/2001|47231|ANBSC-OR-2018-01-03|
I-SI-216203|Chianciano Terme - I-SI-216203 - Abitazione indipendente – VIA DELLE FORNACI |4770260.9289999995|1730200.3370000001|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Abitazione indipendente|Siena|Chianciano Terme|VIA DELLE FORNACI |http://www.regione.toscana.it/-/chianciano-terme-via-delle-fornaci-immobili-aziendali|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Tribunale|Santa Maria Capua Vetere|3/2001|47231|ANBSC-OR-2018-01-03|
I-SI-216205|Chianciano Terme - I-SI-216205 - Abitazione indipendente – VIA DELLE FORNACI |4770260.9289999995|1730200.3370000001|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Abitazione indipendente|Siena|Chianciano Terme|VIA DELLE FORNACI |http://www.regione.toscana.it/-/chianciano-terme-via-delle-fornaci-immobili-aziendali|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Tribunale|Santa Maria Capua Vetere|3/2001|47231|ANBSC-OR-2018-01-03|
A-FI-59392-S|Empoli - A-FI-59392-S - aziende - Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa - Indirizzo imprecisato|4842533.7199999997|1656888.5|Aziende in gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|In gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|Firenze|Empoli|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-FI-74301-S|Empoli - A-FI-74301-S - aziende - Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese - Indirizzo imprecisato|4842533.7199999997|1656888.5|Aziende in gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|In gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|Firenze|Empoli|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Siena|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-FI-74303-S|Empoli - A-FI-74303-S - aziende - Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese - Indirizzo imprecisato|4842533.7199999997|1656888.5|Aziende in gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|In gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|Firenze|Empoli|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Siena|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-FI-74305-S|Empoli - A-FI-74305-S - aziende - Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese - Indirizzo imprecisato|4842533.7199999997|1656888.5|Aziende in gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|In gestione|Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese|Firenze|Empoli|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Siena|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-FI-40169-S|Firenze - A-FI-40169-S - aziende - Costruzioni - Indirizzo imprecisato|4848734.25|1681658.74|Aziende in gestione|Costruzioni|In gestione|Costruzioni|Firenze|Firenze|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Palermo|Procedimento Penale||ANBSC-OR-2018-01-03|
A-FI-54598-S|Firenze - A-FI-54598-S - aziende - Settore imprecisato - Indirizzo imprecisato|4848734.25|1681658.74|Aziende in gestione|Settore imprecisato|In gestione|Settore imprecisato|Firenze|Firenze|Indirizzo imprecisato||Stato iter giudiziario imprecisato||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-23139-S|Firenze - I-FI-23139-S - Negozio, Bottega - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Firenze|Firenze|Indirizzo imprecisato||Confisca I||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-23140-S|Firenze - I-FI-23140-S - Negozio, Bottega - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Firenze|Firenze|Indirizzo imprecisato||Confisca I||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-23141-S|Firenze - I-FI-23141-S - Appartamento in condominio - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Firenze|Firenze|Indirizzo imprecisato||Confisca I||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-23142-S|Firenze - I-FI-23142-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Firenze|Firenze|Indirizzo imprecisato||Confisca I||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59245-S|Lucca - I-LU-59245-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4855680.4800000004|1620729.97|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Lucca|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-307999|Firenze - I-FI-307999 - immobili - Appartamento in condominio - PIAZZA DELLA SIGNORIA, 7|4848814|1681632|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Firenze|Firenze|PIAZZA DELLA SIGNORIA, 7|http://www.regione.toscana.it/-/firenze-piazza-della-signoria-7|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Altro|Fini istituzionali|2015|27/05/2015|Tribunale|TARANTO|77/2002|19318|ANBSC-OR-2018-01-03|
I-FI-40356-S|Firenze - I-FI-40356-S - Appartamento in condominio - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Firenze|Firenze|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-40483-S|Firenze - I-FI-40483-S - Negozio, Bottega - Indirizzo imprecisato|4848734.25|1681658.74|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Firenze|Firenze|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Firenze|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-FI-44790|Firenze - I-FI-44790 - immobili - Appartamento in condominio - VIA GIOTTO N.51-53|4848761|1682896|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Firenze|Firenze|VIA GIOTTO, 51-53|http://www.regione.toscana.it/-/firenze-via-giotto-51-53|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2004|27/07/2004|Procura della Repubblica|FIRENZE|2665/1993|191|ANBSC-OR-2018-01-03|
I-FI-6607|Firenze - I-FI-6607 - immobili - Appartamento in condominio - VIA DELL'ARCOLAIO, 29|4849809|1684561|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Firenze|Firenze|VIA DELL'ARCOLAIO, 29|http://www.regione.toscana.it/-/firenze-via-dell-arcolaio-29|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|1997|07/08/1997|Tribunale|FIRENZE|1/1992|46|ANBSC-OR-2018-01-03|
I-FI-6612|Firenze - I-FI-6612 - immobili - Appartamento in condominio - VIA DELL'ARCOLAIO, 29|4849809|1684561|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Firenze|Firenze|VIA DELL'ARCOLAIO, 29|http://www.regione.toscana.it/-/firenze-via-dell-arcolaio-29|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|1997|07/08/1997|Tribunale|FIRENZE|1/1992|46|ANBSC-OR-2018-01-03|
I-LU-163|Forte dei Marmi - I-LU-163 - immobili - Palazzo di pregio artistico e storico, Castello - VIA MATTEO CIVITALI, 253|4869656|1592783|Immobili destinati|Unità immobiliare a destinazione commerciale e industriale|Destinato|Palazzo di pregio artistico e storico, Castello|Lucca|Forte dei Marmi|VIA MATTEO CIVITALI, 253|http://www.regione.toscana.it/-/forte-dei-marmi-via-matteo-civitali-253|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2003|30/09/2003|Tribunale|MILANO|1/1991|194|ANBSC-OR-2018-01-03|
I-LU-178|Forte dei Marmi - I-LU-178 - immobili - Box, garage, autorimessa, posto auto - VIA MATTEO CIVITALI, 253|4869656|1592783|Immobili destinati|Terreno|Destinato|Box, garage, autorimessa, posto auto|Lucca|Forte dei Marmi|VIA MATTEO CIVITALI, 253|http://www.regione.toscana.it/-/forte-dei-marmi-via-matteo-civitali-253|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni||2003|30/09/2003|Tribunale|MILANO|1/1991|194|ANBSC-OR-2018-01-03|
A-FI-59400-S|Fucecchio - A-FI-59400-S - aziende - Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa - Indirizzo imprecisato|4843338.5899999999|1645807.6899999999|Aziende in gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|In gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|Firenze|Fucecchio|Indirizzo imprecisato||Confisca definitiva||||||Tribunale|Prato|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PT-256722|Larciano - I-PT-256722 - Abitazione indipendente – Via Cecinese|4854087.3600000003|1651026.1599999999|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Abitazione indipendente|Pistoia|Larciano|Via Cecinese|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256724|Larciano - I-PT-256724 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256726|Larciano - I-PT-256726 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256728|Larciano - I-PT-256728 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256730|Larciano - I-PT-256730 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-AR-2556-S|Marciano della Chiana - I-AR-2556-S - Terreno - non definito - Indirizzo imprecisato|4798471.4100000001|1725998.22|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Arezzo|Marciano della Chiana|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PT-256733|Larciano - I-PT-256733 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256736|Larciano - I-PT-256736 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256738|Larciano - I-PT-256738 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
I-PT-256740|Larciano - I-PT-256740 - Terreno agricoloFrazione Cecina - Località Podere La Valle|4854087.3600000003|1651026.1599999999|Immobili destinati|Terreno|Destinato|Terreno agricolo|Pistoia|Larciano|Frazione Cecina - Località Podere La Valle|http://www.regione.toscana.it/-/larciano-fraz-cecina-loc-podere-la-valle|Confisca definitiva|Vendita|Altro|soddisfacimento dei creditori ai sensi della L. 228/2012 art. 1 commi da 194 a 206|2017|13/10/2017|Procura della Repubblica|Pistoia|1194/2008|47231|ANBSC-OR-2018-01-03|
A-MS-31868-S|Licciana Nardi - A-MS-31868-S - aziende - Alberghi e ristoranti - Indirizzo imprecisato|4901864.9100000001|1582910.9399999999|Aziende in gestione|Alberghi e ristoranti|In gestione|Alberghi e ristoranti|Massa-Carrara|Licciana Nardi|Indirizzo imprecisato||Stato iter giudiziario imprecisato||||||Corte di Appello|Genova|Procedimento Penale||ANBSC-OR-2018-01-03|
I-MS-154763|Licciana Nardi - I-MS-154763 - immobili - Appartamento in condominio - VIA PROVINCIALE 88|4901730|1582836|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Massa-Carrara|Licciana Nardi|VIA PROVINCIALE 88|http://www.regione.toscana.it/-/licciana-nardi-via-provinciale-88-1|Confisca definitiva|Mantenimento al patrimonio dello stato|Guardia di Finanza|Fini istituzionali|2008|30/10/2008|Corte d'Appello|GENOVA|1/2006|450|ANBSC-OR-2018-01-03|
